Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.8620        -332.4319    -335.4186       2.9867   316.5
1.8625        -332.4324    -335.4907       3.0582   324.1
1.8630        -332.4328    -335.5522       3.1194   330.6
1.8635        -332.4317    -335.5794       3.1477   333.6
1.8640        -332.4287    -335.5676       3.1389   332.7
1.8645        -332.4250    -335.5373       3.1123   329.8
1.8650        -332.4212    -335.5194       3.0981   328.3
1.8655        -332.4179    -335.5409       3.1230   331.0
1.8660        -332.4158    -335.6146       3.1988   339.0
1.8665        -332.4148    -335.7325       3.3178   351.6
1.8670        -332.4146    -335.8674       3.4529   365.9
1.8675        -332.4144    -335.9804       3.5660   377.9
1.8680        -332.4138    -336.0344       3.6206   383.7
1.8685        -332.4119    -336.0082       3.5963   381.1
1.8690        -332.4084    -335.9087       3.5003   371.0
1.8695        -332.4046    -335.7731       3.3685   357.0
1.8700        -332.4018    -335.6491       3.2472   344.1
1.8705        -332.4010    -335.5686       3.1675   335.7
1.8710        -332.4019    -335.5348       3.1328   332.0
1.8715        -332.4027    -335.5263       3.1236   331.0
1.8720        -332.4026    -335.5186       3.1160   330.2
1.8725        -332.4017    -335.4973       3.0956   328.1
1.8730        -332.4006    -335.4570       3.0564   323.9
1.8735        -332.3982    -335.3976       2.9994   317.9
1.8740        -332.3948    -335.3343       2.9394   311.5
1.8745        -332.3913    -335.2941       2.9029   307.6
1.8750        -332.3886    -335.3005       2.9119   308.6
1.8755        -332.3871    -335.3576       2.9706   314.8
1.8760        -332.3856    -335.4469       3.0613   324.4
1.8765        -332.3836    -335.5400       3.1565   334.5
1.8770        -332.3808    -335.6121       3.2313   342.4
1.8775        -332.3769    -335.6497       3.2728   346.8
1.8780        -332.3726    -335.6535       3.2809   347.7
1.8785        -332.3677    -335.6308       3.2632   345.8
1.8790        -332.3622    -335.5974       3.2351   342.9
1.8795        -332.3569    -335.5754       3.2185   341.1
1.8800        -332.3525    -335.5841       3.2315   342.5
1.8805        -332.3501    -335.6246       3.2745   347.0
1.8810        -332.3484    -335.6713       3.3229   352.2
1.8815        -332.3456    -335.6886       3.3429   354.3
1.8820        -332.3411    -335.6550       3.3139   351.2
1.8825        -332.3351    -335.5777       3.2426   343.6
1.8830        -332.3291    -335.4881       3.1589   334.8
1.8835        -332.3240    -335.4219       3.0979   328.3
1.8840        -332.3194    -335.4033       3.0839   326.8
1.8845        -332.3151    -335.4425       3.1274   331.4
1.8850        -332.3120    -335.5391       3.2271   342.0
1.8855        -332.3095    -335.6740       3.3645   356.6
1.8860        -332.3072    -335.8146       3.5074   371.7
1.8865        -332.3045    -335.9249       3.6204   383.7
1.8870        -332.3010    -335.9795       3.6784   389.8
1.8875        -332.2973    -335.9709       3.6736   389.3
1.8880        -332.2928    -335.9089       3.6160   383.2
1.8885        -332.2880    -335.8211       3.5331   374.4
1.8890        -332.2836    -335.7460       3.4624   366.9
1.8895        -332.2812    -335.7162       3.4350   364.0
1.8900        -332.2808    -335.7408       3.4600   366.7
1.8905        -332.2820    -335.8008       3.5188   372.9
1.8910        -332.2831    -335.8587       3.5756   378.9
1.8915        -332.2842    -335.8788       3.5946   380.9
1.8920        -332.2839    -335.8370       3.5531   376.5
1.8925        -332.2823    -335.7344       3.4521   365.8
1.8930        -332.2796    -335.6012       3.3216   352.0
1.8935        -332.2769    -335.4902       3.2133   340.5
1.8940        -332.2764    -335.4525       3.1761   336.6
1.8945        -332.2781    -335.5048       3.2267   342.0
1.8950        -332.2815    -335.6256       3.3441   354.4
1.8955        -332.2853    -335.7701       3.4848   369.3
1.8960        -332.2876    -335.8925       3.6048   382.0
1.8965        -332.2897    -335.9668       3.6771   389.7
1.8970        -332.2911    -335.9847       3.6936   391.4
1.8975        -332.2931    -335.9556       3.6625   388.1
1.8980        -332.2944    -335.8977       3.6033   381.9
1.8985        -332.2962    -335.8401       3.5439   375.6
1.8990        -332.2989    -335.8130       3.5142   372.4
1.8995        -332.3036    -335.8350       3.5314   374.2
1.9000        -332.3093    -335.9015       3.5922   380.7
1.9005        -332.3167    -335.9921       3.6754   389.5
1.9010        -332.3246    -336.0741       3.7495   397.4
1.9015        -332.3321    -336.1176       3.7855   401.2
1.9020        -332.3397    -336.1079       3.7682   399.3
1.9025        -332.3466    -336.0443       3.6978   391.9
1.9030        -332.3532    -335.9446       3.5913   380.6
1.9035        -332.3602    -335.8386       3.4784   368.6
1.9040        -332.3672    -335.7577       3.3905   359.3
1.9045        -332.3751    -335.7277       3.3526   355.3
1.9050        -332.3842    -335.7626       3.3784   358.0
1.9055        -332.3954    -335.8583       3.4629   367.0
1.9060        -332.4078    -335.9861       3.5783   379.2
1.9065        -332.4206    -336.1057       3.6852   390.5
1.9070        -332.4326    -336.1823       3.7497   397.4
1.9075        -332.4445    -336.2003       3.7558   398.0
1.9080        -332.4558    -336.1653       3.7095   393.1
1.9085        -332.4672    -336.1016       3.6344   385.2
1.9090        -332.4794    -336.0389       3.5596   377.2
1.9095        -332.4928    -335.9992       3.5064   371.6
1.9100        -332.5074    -335.9850       3.4776   368.5
1.9105        -332.5223    -335.9819       3.4596   366.6
1.9110        -332.5370    -335.9728       3.4359   364.1
1.9115        -332.5509    -335.9489       3.3980   360.1
1.9120        -332.5641    -335.9135       3.3494   355.0
1.9125        -332.5771    -335.8784       3.3012   349.9
1.9130        -332.5909    -335.8560       3.2651   346.0
1.9135        -332.6049    -335.8509       3.2459   344.0
1.9140        -332.6192    -335.8615       3.2423   343.6
1.9145        -332.6336    -335.8820       3.2484   344.3
1.9150        -332.6482    -335.9031       3.2549   344.9
1.9155        -332.6630    -335.9156       3.2526   344.7
1.9160        -332.6773    -335.9096       3.2323   342.6
1.9165        -332.6908    -335.8823       3.1915   338.2
1.9170        -332.7026    -335.8441       3.1415   332.9
1.9175        -332.7137    -335.8222       3.1085   329.4
1.9180        -332.7260    -335.8469       3.1209   330.7
1.9185        -332.7397    -335.9301       3.1903   338.1
1.9190        -332.7553    -336.0579       3.3026   350.0
1.9195        -332.7718    -336.1926       3.4208   362.5
1.9200        -332.7886    -336.2891       3.5004   371.0
1.9205        -332.8035    -336.3127       3.5093   371.9
1.9210        -332.8173    -336.2607       3.4434   364.9
1.9215        -332.8294    -336.1570       3.3276   352.7
1.9220        -332.8420    -336.0420       3.2000   339.1
1.9225        -332.8543    -335.9482       3.0939   327.9
1.9230        -332.8676    -335.8950       3.0274   320.8
1.9235        -332.8811    -335.8818       3.0007   318.0
1.9240        -332.8941    -335.8985       3.0044   318.4
1.9245        -332.9064    -335.9354       3.0290   321.0
1.9250        -332.9183    -335.9876       3.0693   325.3
1.9255        -332.9308    -336.0532       3.1224   330.9
1.9260        -332.9434    -336.1247       3.1812   337.1
1.9265        -332.9565    -336.1923       3.2358   342.9
1.9270        -332.9698    -336.2437       3.2739   347.0
1.9275        -332.9822    -336.2695       3.2873   348.4
1.9280        -332.9937    -336.2741       3.2804   347.6
1.9285        -333.0044    -336.2755       3.2712   346.7
1.9290        -333.0160    -336.3009       3.2849   348.1
1.9295        -333.0294    -336.3658       3.3364   353.6
1.9300        -333.0443    -336.4604       3.4160   362.0
1.9305        -333.0601    -336.5555       3.4954   370.4
1.9310        -333.0750    -336.6202       3.5451   375.7
1.9315        -333.0888    -336.6431       3.5543   376.7
1.9320        -333.1029    -336.6348       3.5319   374.3
1.9325        -333.1174    -336.6102       3.4928   370.2
1.9330        -333.1325    -336.5794       3.4469   365.3
1.9335        -333.1480    -336.5456       3.3977   360.1
1.9340        -333.1632    -336.5088       3.3456   354.6
1.9345        -333.1780    -336.4706       3.2926   348.9
1.9350        -333.1926    -336.4357       3.2431   343.7
1.9355        -333.2071    -336.4096       3.2025   339.4
1.9360        -333.2213    -336.3970       3.1757   336.6
1.9365        -333.2361    -336.4003       3.1643   335.3
1.9370        -333.2509    -336.4159       3.1650   335.4
1.9375        -333.2659    -336.4351       3.1692   335.9
1.9380        -333.2801    -336.4474       3.1673   335.7
1.9385        -333.2943    -336.4500       3.1557   334.4
1.9390        -333.3077    -336.4450       3.1373   332.5
1.9395        -333.3211    -336.4388       3.1177   330.4
1.9400        -333.3348    -336.4351       3.1002   328.6
1.9405        -333.3481    -336.4327       3.0847   326.9
1.9410        -333.3613    -336.4296       3.0683   325.2
1.9415        -333.3739    -336.4214       3.0475   323.0
1.9420        -333.3861    -336.4056       3.0195   320.0
1.9425        -333.3982    -336.3798       2.9816   316.0
1.9430        -333.4095    -336.3406       2.9310   310.6
1.9435        -333.4202    -336.2874       2.8672   303.9
1.9440        -333.4301    -336.2217       2.7916   295.8
1.9445        -333.4386    -336.1486       2.7100   287.2
1.9450        -333.4461    -336.0805       2.6344   279.2
1.9455        -333.4531    -336.0313       2.5782   273.2
1.9460        -333.4597    -336.0102       2.5504   270.3
1.9465        -333.4666    -336.0163       2.5497   270.2
1.9470        -333.4728    -336.0387       2.5659   271.9
1.9475        -333.4782    -336.0643       2.5860   274.1
1.9480        -333.4828    -336.0823       2.5995   275.5
1.9485        -333.4858    -336.0877       2.6019   275.7
1.9490        -333.4879    -336.0877       2.5998   275.5
1.9495        -333.4890    -336.0965       2.6074   276.3
1.9500        -333.4904    -336.1286       2.6382   279.6
1.9505        -333.4923    -336.1870       2.6946   285.6
1.9510        -333.4936    -336.2598       2.7662   293.2
1.9515        -333.4944    -336.3328       2.8384   300.8
1.9520        -333.4942    -336.3943       2.9001   307.3
1.9525        -333.4935    -336.4407       2.9472   312.3
1.9530        -333.4918    -336.4730       2.9812   315.9
1.9535        -333.4900    -336.4968       3.0068   318.7
1.9540        -333.4882    -336.5161       3.0279   320.9
1.9545        -333.4857    -336.5319       3.0462   322.8
1.9550        -333.4830    -336.5456       3.0625   324.6
1.9555        -333.4800    -336.5591       3.0792   326.3
1.9560        -333.4769    -336.5755       3.0986   328.4
1.9565        -333.4740    -336.5950       3.1210   330.8
1.9570        -333.4713    -336.6129       3.1416   332.9
1.9575        -333.4684    -336.6188       3.1504   333.9
1.9580        -333.4648    -336.6027       3.1379   332.5
1.9585        -333.4605    -336.5631       3.1025   328.8
1.9590        -333.4555    -336.5087       3.0532   323.6
1.9595        -333.4499    -336.4594       3.0095   318.9
1.9600        -333.4449    -336.4395       2.9946   317.4
1.9605        -333.4406    -336.4614       3.0208   320.1
1.9610        -333.4376    -336.5192       3.0816   326.6
1.9615        -333.4346    -336.5866       3.1520   334.0
1.9620        -333.4310    -336.6305       3.1995   339.1
1.9625        -333.4258    -336.6267       3.2009   339.2
1.9630        -333.4196    -336.5707       3.1511   333.9
1.9635        -333.4125    -336.4752       3.0627   324.6
1.9640        -333.4052    -336.3657       2.9604   313.7
1.9645        -333.3985    -336.2689       2.8704   304.2
1.9650        -333.3921    -336.2031       2.8110   297.9
1.9655        -333.3861    -336.1759       2.7899   295.7
1.9660        -333.3796    -336.1841       2.8046   297.2
1.9665        -333.3728    -336.2192       2.8463   301.6
1.9670        -333.3661    -336.2669       2.9009   307.4
1.9675        -333.3581    -336.3093       2.9513   312.8
1.9680        -333.3496    -336.3326       2.9830   316.1
1.9685        -333.3402    -336.3273       2.9871   316.6
1.9690        -333.3294    -336.2948       2.9654   314.3
1.9695        -333.3177    -336.2519       2.9342   311.0
1.9700        -333.3057    -336.2260       2.9202   309.5
1.9705        -333.2948    -336.2418       2.9470   312.3
1.9710        -333.2846    -336.3046       3.0200   320.0
1.9715        -333.2752    -336.3979       3.1227   330.9
1.9720        -333.2649    -336.4897       3.2249   341.8
1.9725        -333.2531    -336.5524       3.2993   349.6
1.9730        -333.2398    -336.5737       3.3339   353.3
1.9735        -333.2264    -336.5597       3.3333   353.3
1.9740        -333.2131    -336.5231       3.3100   350.8
1.9745        -333.2004    -336.4752       3.2748   347.1
1.9750        -333.1881    -336.4231       3.2350   342.8
1.9755        -333.1758    -336.3702       3.1943   338.5
1.9760        -333.1631    -336.3210       3.1579   334.7
1.9765        -333.1501    -336.2860       3.1359   332.3
1.9770        -333.1373    -336.2762       3.1389   332.7
1.9775        -333.1257    -336.2957       3.1700   335.9
1.9780        -333.1143    -336.3327       3.2184   341.1
1.9785        -333.1025    -336.3659       3.2634   345.8
1.9790        -333.0900    -336.3746       3.2846   348.1
1.9795        -333.0767    -336.3484       3.2716   346.7
1.9800        -333.0625    -336.2905       3.2280   342.1
1.9805        -333.0480    -336.2201       3.1721   336.2
1.9810        -333.0337    -336.1651       3.1314   331.9
