# T[K], S_O2[eV/K], S_CO[eV/K]
918.0000000000, 0.0024987453, 0.0024155508
919.0000000000, 0.0024991332, 0.0024159345
920.0000000000, 0.0024995206, 0.0024163179
921.0000000000, 0.0024999077, 0.0024167008
922.0000000000, 0.0025002944, 0.0024170835
923.0000000000, 0.0025006808, 0.0024174657
924.0000000000, 0.0025010668, 0.0024178476
925.0000000000, 0.0025014525, 0.0024182292
926.0000000000, 0.0025018378, 0.0024186104
927.0000000000, 0.0025022227, 0.0024189913
928.0000000000, 0.0025026072, 0.0024193718
929.0000000000, 0.0025029914, 0.0024197519
930.0000000000, 0.0025033753, 0.0024201317
931.0000000000, 0.0025037588, 0.0024205112
932.0000000000, 0.0025041419, 0.0024208903
933.0000000000, 0.0025045247, 0.0024212690
934.0000000000, 0.0025049071, 0.0024216474
935.0000000000, 0.0025052892, 0.0024220255
936.0000000000, 0.0025056709, 0.0024224032
937.0000000000, 0.0025060522, 0.0024227806
938.0000000000, 0.0025064332, 0.0024231576
939.0000000000, 0.0025068139, 0.0024235343
940.0000000000, 0.0025071942, 0.0024239106
941.0000000000, 0.0025075741, 0.0024242866
942.0000000000, 0.0025079537, 0.0024246622
943.0000000000, 0.0025083329, 0.0024250375
944.0000000000, 0.0025087118, 0.0024254125
945.0000000000, 0.0025090904, 0.0024257871
946.0000000000, 0.0025094686, 0.0024261614
947.0000000000, 0.0025098464, 0.0024265353
948.0000000000, 0.0025102239, 0.0024269089
949.0000000000, 0.0025106011, 0.0024272822
950.0000000000, 0.0025109779, 0.0024276551
951.0000000000, 0.0025113543, 0.0024280277
952.0000000000, 0.0025117304, 0.0024284000
953.0000000000, 0.0025121062, 0.0024287719
954.0000000000, 0.0025124816, 0.0024291434
955.0000000000, 0.0025128567, 0.0024295147
956.0000000000, 0.0025132315, 0.0024298856
957.0000000000, 0.0025136059, 0.0024302562
958.0000000000, 0.0025139799, 0.0024306264
959.0000000000, 0.0025143537, 0.0024309963
960.0000000000, 0.0025147270, 0.0024313659
961.0000000000, 0.0025151001, 0.0024317351
962.0000000000, 0.0025154728, 0.0024321041
963.0000000000, 0.0025158451, 0.0024324727
964.0000000000, 0.0025162172, 0.0024328409
965.0000000000, 0.0025165889, 0.0024332088
966.0000000000, 0.0025169602, 0.0024335764
967.0000000000, 0.0025173312, 0.0024339437
968.0000000000, 0.0025177019, 0.0024343106
969.0000000000, 0.0025180723, 0.0024346773
970.0000000000, 0.0025184423, 0.0024350435
971.0000000000, 0.0025188120, 0.0024354095
972.0000000000, 0.0025191813, 0.0024357752
973.0000000000, 0.0025195503, 0.0024361405
974.0000000000, 0.0025199190, 0.0024365055
975.0000000000, 0.0025202874, 0.0024368701
976.0000000000, 0.0025206554, 0.0024372345
977.0000000000, 0.0025210231, 0.0024375985
978.0000000000, 0.0025213905, 0.0024379622
979.0000000000, 0.0025217575, 0.0024383256
980.0000000000, 0.0025221242, 0.0024386886
981.0000000000, 0.0025224906, 0.0024390514
982.0000000000, 0.0025228566, 0.0024394138
983.0000000000, 0.0025232224, 0.0024397759
984.0000000000, 0.0025235878, 0.0024401377
985.0000000000, 0.0025239528, 0.0024404991
986.0000000000, 0.0025243176, 0.0024408603
987.0000000000, 0.0025246820, 0.0024412211
988.0000000000, 0.0025250461, 0.0024415816
989.0000000000, 0.0025254099, 0.0024419418
990.0000000000, 0.0025257734, 0.0024423017
991.0000000000, 0.0025261365, 0.0024426613
992.0000000000, 0.0025264993, 0.0024430205
993.0000000000, 0.0025268618, 0.0024433795
994.0000000000, 0.0025272240, 0.0024437381
995.0000000000, 0.0025275858, 0.0024440964
996.0000000000, 0.0025279474, 0.0024444544
997.0000000000, 0.0025283086, 0.0024448121
998.0000000000, 0.0025286695, 0.0024451695
999.0000000000, 0.0025290301, 0.0024455266
1000.0000000000, 0.0025293903, 0.0024458833
1001.0000000000, 0.0025297503, 0.0024462398
1002.0000000000, 0.0025301099, 0.0024465959
1003.0000000000, 0.0025304692, 0.0024469517
1004.0000000000, 0.0025308282, 0.0024473073
1005.0000000000, 0.0025311869, 0.0024476625
1006.0000000000, 0.0025315453, 0.0024480174
1007.0000000000, 0.0025319034, 0.0024483720
1008.0000000000, 0.0025322611, 0.0024487263
1009.0000000000, 0.0025326185, 0.0024490803
1010.0000000000, 0.0025329757, 0.0024494340
1011.0000000000, 0.0025333325, 0.0024497874
1012.0000000000, 0.0025336890, 0.0024501405
1013.0000000000, 0.0025340452, 0.0024504933
1014.0000000000, 0.0025344010, 0.0024508457
1015.0000000000, 0.0025347566, 0.0024511979
1016.0000000000, 0.0025351119, 0.0024515498
1017.0000000000, 0.0025354668, 0.0024519014
1018.0000000000, 0.0025358215, 0.0024522526
1019.0000000000, 0.0025361758, 0.0024526036
1020.0000000000, 0.0025365299, 0.0024529543
1021.0000000000, 0.0025368836, 0.0024533047
1022.0000000000, 0.0025372370, 0.0024536547
1023.0000000000, 0.0025375902, 0.0024540045
1024.0000000000, 0.0025379430, 0.0024543540
1025.0000000000, 0.0025382955, 0.0024547032
1026.0000000000, 0.0025386477, 0.0024550521
1027.0000000000, 0.0025389996, 0.0024554007
1028.0000000000, 0.0025393512, 0.0024557489
1029.0000000000, 0.0025397025, 0.0024560969
1030.0000000000, 0.0025400535, 0.0024564447
1031.0000000000, 0.0025404042, 0.0024567921
1032.0000000000, 0.0025407546, 0.0024571392
1033.0000000000, 0.0025411047, 0.0024574860
1034.0000000000, 0.0025414545, 0.0024578325
1035.0000000000, 0.0025418040, 0.0024581788
1036.0000000000, 0.0025421532, 0.0024585247
1037.0000000000, 0.0025425021, 0.0024588704
1038.0000000000, 0.0025428507, 0.0024592158
1039.0000000000, 0.0025431990, 0.0024595608
1040.0000000000, 0.0025435470, 0.0024599056
1041.0000000000, 0.0025438948, 0.0024602501
1042.0000000000, 0.0025442422, 0.0024605943
1043.0000000000, 0.0025445893, 0.0024609382
1044.0000000000, 0.0025449362, 0.0024612819
1045.0000000000, 0.0025452827, 0.0024616252
1046.0000000000, 0.0025456289, 0.0024619683
1047.0000000000, 0.0025459749, 0.0024623110
1048.0000000000, 0.0025463206, 0.0024626535
1049.0000000000, 0.0025466659, 0.0024629957
1050.0000000000, 0.0025470110, 0.0024633376
1051.0000000000, 0.0025473558, 0.0024636793
1052.0000000000, 0.0025477003, 0.0024640206
1053.0000000000, 0.0025480445, 0.0024643617
1054.0000000000, 0.0025483884, 0.0024647025
1055.0000000000, 0.0025487320, 0.0024650430
1056.0000000000, 0.0025490754, 0.0024653832
1057.0000000000, 0.0025494184, 0.0024657231
1058.0000000000, 0.0025497612, 0.0024660627
1059.0000000000, 0.0025501037, 0.0024664021
1060.0000000000, 0.0025504459, 0.0024667412
1061.0000000000, 0.0025507878, 0.0024670800
1062.0000000000, 0.0025511294, 0.0024674185
1063.0000000000, 0.0025514707, 0.0024677568
1064.0000000000, 0.0025518117, 0.0024680948
1065.0000000000, 0.0025521525, 0.0024684325
1066.0000000000, 0.0025524930, 0.0024687699
1067.0000000000, 0.0025528332, 0.0024691070
1068.0000000000, 0.0025531731, 0.0024694439
1069.0000000000, 0.0025535127, 0.0024697805
1070.0000000000, 0.0025538521, 0.0024701168
1071.0000000000, 0.0025541911, 0.0024704528
1072.0000000000, 0.0025545299, 0.0024707885
1073.0000000000, 0.0025548684, 0.0024711240
1074.0000000000, 0.0025552066, 0.0024714592
1075.0000000000, 0.0025555446, 0.0024717942
1076.0000000000, 0.0025558822, 0.0024721288
1077.0000000000, 0.0025562196, 0.0024724632
1078.0000000000, 0.0025565567, 0.0024727973
1079.0000000000, 0.0025568936, 0.0024731312
1080.0000000000, 0.0025572301, 0.0024734647
1081.0000000000, 0.0025575664, 0.0024737980
1082.0000000000, 0.0025579024, 0.0024741311
1083.0000000000, 0.0025582381, 0.0024744638
1084.0000000000, 0.0025585735, 0.0024747963
1085.0000000000, 0.0025589087, 0.0024751285
1086.0000000000, 0.0025592436, 0.0024754605
1087.0000000000, 0.0025595782, 0.0024757922
1088.0000000000, 0.0025599125, 0.0024761236
1089.0000000000, 0.0025602466, 0.0024764547
1090.0000000000, 0.0025605804, 0.0024767856
1091.0000000000, 0.0025609139, 0.0024771162
1092.0000000000, 0.0025612472, 0.0024774466
1093.0000000000, 0.0025615802, 0.0024777766
1094.0000000000, 0.0025619129, 0.0024781064
1095.0000000000, 0.0025622453, 0.0024784360
1096.0000000000, 0.0025625775, 0.0024787653
1097.0000000000, 0.0025629094, 0.0024790943
1098.0000000000, 0.0025632410, 0.0024794230
1099.0000000000, 0.0025635723, 0.0024797515
1100.0000000000, 0.0025639034, 0.0024800798
1101.0000000000, 0.0025642342, 0.0024804077
1102.0000000000, 0.0025645648, 0.0024807354
1103.0000000000, 0.0025648951, 0.0024810629
1104.0000000000, 0.0025652251, 0.0024813900
1105.0000000000, 0.0025655548, 0.0024817169
1106.0000000000, 0.0025658843, 0.0024820436
1107.0000000000, 0.0025662135, 0.0024823700
1108.0000000000, 0.0025665425, 0.0024826961
1109.0000000000, 0.0025668712, 0.0024830220
1110.0000000000, 0.0025671996, 0.0024833476
1111.0000000000, 0.0025675277, 0.0024836730
1112.0000000000, 0.0025678556, 0.0024839981
1113.0000000000, 0.0025681833, 0.0024843229
1114.0000000000, 0.0025685106, 0.0024846475
1115.0000000000, 0.0025688377, 0.0024849718
1116.0000000000, 0.0025691646, 0.0024852959
1117.0000000000, 0.0025694911, 0.0024856197
1118.0000000000, 0.0025698174, 0.0024859432
1119.0000000000, 0.0025701435, 0.0024862665
1120.0000000000, 0.0025704693, 0.0024865896
1121.0000000000, 0.0025707948, 0.0024869124
1122.0000000000, 0.0025711201, 0.0024872349
1123.0000000000, 0.0025714451, 0.0024875572
1124.0000000000, 0.0025717699, 0.0024878792
1125.0000000000, 0.0025720944, 0.0024882010
1126.0000000000, 0.0025724186, 0.0024885225
1127.0000000000, 0.0025727426, 0.0024888438
1128.0000000000, 0.0025730663, 0.0024891648
1129.0000000000, 0.0025733898, 0.0024894856
1130.0000000000, 0.0025737130, 0.0024898061
1131.0000000000, 0.0025740359, 0.0024901263
1132.0000000000, 0.0025743586, 0.0024904463
1133.0000000000, 0.0025746810, 0.0024907661
1134.0000000000, 0.0025750032, 0.0024910856
1135.0000000000, 0.0025753252, 0.0024914049
1136.0000000000, 0.0025756468, 0.0024917239
1137.0000000000, 0.0025759682, 0.0024920426
1138.0000000000, 0.0025762894, 0.0024923612
1139.0000000000, 0.0025766103, 0.0024926794
1140.0000000000, 0.0025769310, 0.0024929974
1141.0000000000, 0.0025772514, 0.0024933152
1142.0000000000, 0.0025775716, 0.0024936327
1143.0000000000, 0.0025778915, 0.0024939500
1144.0000000000, 0.0025782111, 0.0024942670
1145.0000000000, 0.0025785305, 0.0024945838
1146.0000000000, 0.0025788497, 0.0024949004
1147.0000000000, 0.0025791686, 0.0024952167
1148.0000000000, 0.0025794872, 0.0024955327
1149.0000000000, 0.0025798056, 0.0024958485
1150.0000000000, 0.0025801238, 0.0024961641
1151.0000000000, 0.0025804417, 0.0024964794
1152.0000000000, 0.0025807593, 0.0024967945
1153.0000000000, 0.0025810767, 0.0024971093
1154.0000000000, 0.0025813939, 0.0024974239
1155.0000000000, 0.0025817108, 0.0024977382
1156.0000000000, 0.0025820275, 0.0024980524
1157.0000000000, 0.0025823439, 0.0024983662
1158.0000000000, 0.0025826601, 0.0024986798
1159.0000000000, 0.0025829760, 0.0024989932
1160.0000000000, 0.0025832917, 0.0024993064
1161.0000000000, 0.0025836071, 0.0024996193
1162.0000000000, 0.0025839223, 0.0024999319
1163.0000000000, 0.0025842373, 0.0025002444
1164.0000000000, 0.0025845520, 0.0025005565
1165.0000000000, 0.0025848664, 0.0025008685
1166.0000000000, 0.0025851806, 0.0025011802
1167.0000000000, 0.0025854946, 0.0025014917
1168.0000000000, 0.0025858083, 0.0025018029
1169.0000000000, 0.0025861218, 0.0025021139
1170.0000000000, 0.0025864351, 0.0025024247
1171.0000000000, 0.0025867481, 0.0025027352
1172.0000000000, 0.0025870609, 0.0025030455
1173.0000000000, 0.0025873734, 0.0025033555
1174.0000000000, 0.0025876857, 0.0025036653
1175.0000000000, 0.0025879977, 0.0025039749
1176.0000000000, 0.0025883095, 0.0025042843
1177.0000000000, 0.0025886211, 0.0025045934
1178.0000000000, 0.0025889324, 0.0025049022
1179.0000000000, 0.0025892435, 0.0025052109
1180.0000000000, 0.0025895544, 0.0025055193
1181.0000000000, 0.0025898650, 0.0025058275
1182.0000000000, 0.0025901754, 0.0025061354
1183.0000000000, 0.0025904855, 0.0025064431
1184.0000000000, 0.0025907954, 0.0025067506
1185.0000000000, 0.0025911051, 0.0025070578
1186.0000000000, 0.0025914145, 0.0025073649
1187.0000000000, 0.0025917237, 0.0025076717
1188.0000000000, 0.0025920326, 0.0025079782
1189.0000000000, 0.0025923414, 0.0025082845
1190.0000000000, 0.0025926499, 0.0025085906
1191.0000000000, 0.0025929581, 0.0025088965
1192.0000000000, 0.0025932661, 0.0025092021
1193.0000000000, 0.0025935739, 0.0025095075
1194.0000000000, 0.0025938815, 0.0025098127
1195.0000000000, 0.0025941888, 0.0025101177
1196.0000000000, 0.0025944959, 0.0025104224
1197.0000000000, 0.0025948028, 0.0025107269
1198.0000000000, 0.0025951094, 0.0025110311
1199.0000000000, 0.0025954158, 0.0025113352
1200.0000000000, 0.0025957219, 0.0025116390
1201.0000000000, 0.0025960279, 0.0025119426
1202.0000000000, 0.0025963336, 0.0025122459
1203.0000000000, 0.0025966390, 0.0025125491
1204.0000000000, 0.0025969443, 0.0025128520
1205.0000000000, 0.0025972493, 0.0025131547
1206.0000000000, 0.0025975541, 0.0025134571
1207.0000000000, 0.0025978586, 0.0025137594
1208.0000000000, 0.0025981630, 0.0025140614
1209.0000000000, 0.0025984670, 0.0025143632
1210.0000000000, 0.0025987709, 0.0025146647
1211.0000000000, 0.0025990746, 0.0025149661
1212.0000000000, 0.0025993780, 0.0025152672
1213.0000000000, 0.0025996812, 0.0025155681
1214.0000000000, 0.0025999841, 0.0025158688
1215.0000000000, 0.0026002869, 0.0025161692
1216.0000000000, 0.0026005894, 0.0025164694
1217.0000000000, 0.0026008916, 0.0025167694
1218.0000000000, 0.0026011937, 0.0025170692
1219.0000000000, 0.0026014955, 0.0025173688
1220.0000000000, 0.0026017971, 0.0025176682
1221.0000000000, 0.0026020985, 0.0025179673
1222.0000000000, 0.0026023997, 0.0025182662
1223.0000000000, 0.0026027006, 0.0025185649
1224.0000000000, 0.0026030013, 0.0025188633
1225.0000000000, 0.0026033018, 0.0025191616
1226.0000000000, 0.0026036021, 0.0025194596
1227.0000000000, 0.0026039021, 0.0025197574
1228.0000000000, 0.0026042020, 0.0025200550
1229.0000000000, 0.0026045016, 0.0025203524
1230.0000000000, 0.0026048009, 0.0025206496
1231.0000000000, 0.0026051001, 0.0025209465
1232.0000000000, 0.0026053990, 0.0025212433
1233.0000000000, 0.0026056978, 0.0025215398
1234.0000000000, 0.0026059963, 0.0025218361
1235.0000000000, 0.0026062945, 0.0025221321
1236.0000000000, 0.0026065926, 0.0025224280
1237.0000000000, 0.0026068904, 0.0025227237
1238.0000000000, 0.0026071880, 0.0025230191
1239.0000000000, 0.0026074854, 0.0025233143
1240.0000000000, 0.0026077826, 0.0025236093
1241.0000000000, 0.0026080796, 0.0025239041
1242.0000000000, 0.0026083763, 0.0025241987
1243.0000000000, 0.0026086729, 0.0025244931
1244.0000000000, 0.0026089692, 0.0025247872
1245.0000000000, 0.0026092653, 0.0025250812
1246.0000000000, 0.0026095612, 0.0025253749
1247.0000000000, 0.0026098568, 0.0025256684
1248.0000000000, 0.0026101523, 0.0025259617
1249.0000000000, 0.0026104475, 0.0025262548
1250.0000000000, 0.0026107425, 0.0025265477
1251.0000000000, 0.0026110373, 0.0025268404
1252.0000000000, 0.0026113319, 0.0025271328
1253.0000000000, 0.0026116263, 0.0025274251
1254.0000000000, 0.0026119204, 0.0025277171
1255.0000000000, 0.0026122144, 0.0025280089
1256.0000000000, 0.0026125081, 0.0025283006
1257.0000000000, 0.0026128016, 0.0025285920
1258.0000000000, 0.0026130950, 0.0025288832
1259.0000000000, 0.0026133880, 0.0025291742
1260.0000000000, 0.0026136809, 0.0025294650
1261.0000000000, 0.0026139736, 0.0025297555
1262.0000000000, 0.0026142661, 0.0025300459
1263.0000000000, 0.0026145583, 0.0025303361
1264.0000000000, 0.0026148503, 0.0025306260
1265.0000000000, 0.0026151422, 0.0025309158
1266.0000000000, 0.0026154338, 0.0025312053
1267.0000000000, 0.0026157252, 0.0025314947
1268.0000000000, 0.0026160164, 0.0025317838
1269.0000000000, 0.0026163074, 0.0025320727
1270.0000000000, 0.0026165981, 0.0025323614
1271.0000000000, 0.0026168887, 0.0025326500
1272.0000000000, 0.0026171791, 0.0025329383
1273.0000000000, 0.0026174692, 0.0025332264
1274.0000000000, 0.0026177592, 0.0025335143
1275.0000000000, 0.0026180489, 0.0025338020
1276.0000000000, 0.0026183384, 0.0025340895
1277.0000000000, 0.0026186277, 0.0025343768
1278.0000000000, 0.0026189169, 0.0025346638
1279.0000000000, 0.0026192058, 0.0025349507
1280.0000000000, 0.0026194945, 0.0025352374
1281.0000000000, 0.0026197830, 0.0025355239
1282.0000000000, 0.0026200712, 0.0025358102
1283.0000000000, 0.0026203593, 0.0025360962
1284.0000000000, 0.0026206472, 0.0025363821
1285.0000000000, 0.0026209349, 0.0025366678
1286.0000000000, 0.0026212223, 0.0025369533
1287.0000000000, 0.0026215096, 0.0025372385
1288.0000000000, 0.0026217967, 0.0025375236
1289.0000000000, 0.0026220835, 0.0025378085
1290.0000000000, 0.0026223702, 0.0025380932
1291.0000000000, 0.0026226566, 0.0025383776
1292.0000000000, 0.0026229429, 0.0025386619
1293.0000000000, 0.0026232289, 0.0025389460
1294.0000000000, 0.0026235147, 0.0025392298
1295.0000000000, 0.0026238004, 0.0025395135
1296.0000000000, 0.0026240858, 0.0025397970
1297.0000000000, 0.0026243711, 0.0025400803
1298.0000000000, 0.0026246561, 0.0025403634
1299.0000000000, 0.0026249409, 0.0025406463
1300.0000000000, 0.0026252256, 0.0025409289
1301.0000000000, 0.0026255100, 0.0025412114
1302.0000000000, 0.0026257942, 0.0025414937
1303.0000000000, 0.0026260782, 0.0025417758
1304.0000000000, 0.0026263621, 0.0025420577
1305.0000000000, 0.0026266457, 0.0025423394
1306.0000000000, 0.0026269291, 0.0025426209
1307.0000000000, 0.0026272124, 0.0025429023
1308.0000000000, 0.0026274954, 0.0025431834
1309.0000000000, 0.0026277783, 0.0025434643
1310.0000000000, 0.0026280609, 0.0025437450
1311.0000000000, 0.0026283433, 0.0025440256
1312.0000000000, 0.0026286256, 0.0025443059
1313.0000000000, 0.0026289076, 0.0025445861
1314.0000000000, 0.0026291895, 0.0025448660
1315.0000000000, 0.0026294711, 0.0025451458
1316.0000000000, 0.0026297526, 0.0025454254
1317.0000000000, 0.0026300338, 0.0025457047
1318.0000000000, 0.0026303149, 0.0025459839
1319.0000000000, 0.0026305958, 0.0025462629
1320.0000000000, 0.0026308764, 0.0025465417
1321.0000000000, 0.0026311569, 0.0025468203
1322.0000000000, 0.0026314372, 0.0025470987
1323.0000000000, 0.0026317173, 0.0025473770
1324.0000000000, 0.0026319972, 0.0025476550
1325.0000000000, 0.0026322769, 0.0025479328
1326.0000000000, 0.0026325564, 0.0025482105
1327.0000000000, 0.0026328357, 0.0025484880
1328.0000000000, 0.0026331148, 0.0025487652
1329.0000000000, 0.0026333938, 0.0025490423
1330.0000000000, 0.0026336725, 0.0025493192
1331.0000000000, 0.0026339510, 0.0025495959
1332.0000000000, 0.0026342294, 0.0025498724
1333.0000000000, 0.0026345075, 0.0025501488
1334.0000000000, 0.0026347855, 0.0025504249
1335.0000000000, 0.0026350633, 0.0025507009
1336.0000000000, 0.0026353409, 0.0025509766
1337.0000000000, 0.0026356183, 0.0025512522
1338.0000000000, 0.0026358955, 0.0025515276
1339.0000000000, 0.0026361725, 0.0025518028
1340.0000000000, 0.0026364493, 0.0025520778
1341.0000000000, 0.0026367259, 0.0025523526
1342.0000000000, 0.0026370024, 0.0025526273
1343.0000000000, 0.0026372786, 0.0025529017
1344.0000000000, 0.0026375547, 0.0025531760
1345.0000000000, 0.0026378305, 0.0025534501
1346.0000000000, 0.0026381062, 0.0025537240
1347.0000000000, 0.0026383817, 0.0025539977
1348.0000000000, 0.0026386570, 0.0025542712
1349.0000000000, 0.0026389322, 0.0025545446
1350.0000000000, 0.0026392071, 0.0025548177
1351.0000000000, 0.0026394818, 0.0025550907
1352.0000000000, 0.0026397564, 0.0025553635
1353.0000000000, 0.0026400308, 0.0025556361
1354.0000000000, 0.0026403049, 0.0025559085
1355.0000000000, 0.0026405789, 0.0025561808
1356.0000000000, 0.0026408527, 0.0025564528
1357.0000000000, 0.0026411264, 0.0025567247
1358.0000000000, 0.0026413998, 0.0025569964
1359.0000000000, 0.0026416731, 0.0025572679
1360.0000000000, 0.0026419461, 0.0025575392
1361.0000000000, 0.0026422190, 0.0025578104
1362.0000000000, 0.0026424917, 0.0025580813
1363.0000000000, 0.0026427642, 0.0025583521
1364.0000000000, 0.0026430366, 0.0025586227
1365.0000000000, 0.0026433087, 0.0025588931
1366.0000000000, 0.0026435807, 0.0025591634
1367.0000000000, 0.0026438524, 0.0025594334
1368.0000000000, 0.0026441240, 0.0025597033
1369.0000000000, 0.0026443955, 0.0025599730
1370.0000000000, 0.0026446667, 0.0025602425
1371.0000000000, 0.0026449377, 0.0025605119
1372.0000000000, 0.0026452086, 0.0025607810
1373.0000000000, 0.0026454793, 0.0025610500
1374.0000000000, 0.0026457498, 0.0025613188
1375.0000000000, 0.0026460201, 0.0025615874
1376.0000000000, 0.0026462902, 0.0025618559
1377.0000000000, 0.0026465602, 0.0025621241
1378.0000000000, 0.0026468300, 0.0025623922
1379.0000000000, 0.0026470996, 0.0025626602
1380.0000000000, 0.0026473690, 0.0025629279
1381.0000000000, 0.0026476382, 0.0025631954
1382.0000000000, 0.0026479073, 0.0025634628
1383.0000000000, 0.0026481761, 0.0025637300
1384.0000000000, 0.0026484448, 0.0025639971
1385.0000000000, 0.0026487133, 0.0025642639
1386.0000000000, 0.0026489817, 0.0025645306
1387.0000000000, 0.0026492498, 0.0025647971
1388.0000000000, 0.0026495178, 0.0025650634
1389.0000000000, 0.0026497856, 0.0025653295
1390.0000000000, 0.0026500532, 0.0025655955
1391.0000000000, 0.0026503207, 0.0025658613
1392.0000000000, 0.0026505879, 0.0025661269
1393.0000000000, 0.0026508550, 0.0025663924
1394.0000000000, 0.0026511219, 0.0025666577
1395.0000000000, 0.0026513887, 0.0025669228
1396.0000000000, 0.0026516552, 0.0025671877
1397.0000000000, 0.0026519216, 0.0025674524
1398.0000000000, 0.0026521878, 0.0025677170
1399.0000000000, 0.0026524539, 0.0025679814
1400.0000000000, 0.0026527197, 0.0025682457
1401.0000000000, 0.0026529854, 0.0025685097
1402.0000000000, 0.0026532509, 0.0025687736
1403.0000000000, 0.0026535162, 0.0025690373
1404.0000000000, 0.0026537814, 0.0025693009
1405.0000000000, 0.0026540463, 0.0025695642
1406.0000000000, 0.0026543111, 0.0025698274
1407.0000000000, 0.0026545758, 0.0025700905
1408.0000000000, 0.0026548402, 0.0025703533
1409.0000000000, 0.0026551045, 0.0025706160
1410.0000000000, 0.0026553686, 0.0025708785
1411.0000000000, 0.0026556325, 0.0025711409
1412.0000000000, 0.0026558963, 0.0025714030
1413.0000000000, 0.0026561599, 0.0025716650
1414.0000000000, 0.0026564233, 0.0025719269
1415.0000000000, 0.0026566865, 0.0025721885
1416.0000000000, 0.0026569496, 0.0025724500
1417.0000000000, 0.0026572125, 0.0025727114
1418.0000000000, 0.0026574752, 0.0025729725
1419.0000000000, 0.0026577378, 0.0025732335
1420.0000000000, 0.0026580002, 0.0025734943
1421.0000000000, 0.0026582624, 0.0025737550
1422.0000000000, 0.0026585244, 0.0025740155
1423.0000000000, 0.0026587863, 0.0025742758
1424.0000000000, 0.0026590480, 0.0025745359
1425.0000000000, 0.0026593095, 0.0025747959
1426.0000000000, 0.0026595709, 0.0025750557
1427.0000000000, 0.0026598321, 0.0025753154
1428.0000000000, 0.0026600931, 0.0025755748
1429.0000000000, 0.0026603539, 0.0025758341
1430.0000000000, 0.0026606146, 0.0025760933
1431.0000000000, 0.0026608751, 0.0025763523
1432.0000000000, 0.0026611355, 0.0025766111
1433.0000000000, 0.0026613956, 0.0025768697
1434.0000000000, 0.0026616557, 0.0025771282
1435.0000000000, 0.0026619155, 0.0025773865
1436.0000000000, 0.0026621752, 0.0025776447
1437.0000000000, 0.0026624347, 0.0025779026
1438.0000000000, 0.0026626940, 0.0025781605
1439.0000000000, 0.0026629532, 0.0025784181
1440.0000000000, 0.0026632122, 0.0025786756
1441.0000000000, 0.0026634710, 0.0025789329
1442.0000000000, 0.0026637297, 0.0025791901
1443.0000000000, 0.0026639882, 0.0025794471
1444.0000000000, 0.0026642465, 0.0025797039
1445.0000000000, 0.0026645047, 0.0025799606
1446.0000000000, 0.0026647627, 0.0025802171
1447.0000000000, 0.0026650205, 0.0025804734
1448.0000000000, 0.0026652782, 0.0025807296
1449.0000000000, 0.0026655357, 0.0025809856
1450.0000000000, 0.0026657930, 0.0025812415
1451.0000000000, 0.0026660502, 0.0025814972
1452.0000000000, 0.0026663072, 0.0025817527
1453.0000000000, 0.0026665640, 0.0025820081
1454.0000000000, 0.0026668207, 0.0025822633
1455.0000000000, 0.0026670772, 0.0025825183
1456.0000000000, 0.0026673336, 0.0025827732
1457.0000000000, 0.0026675898, 0.0025830279
1458.0000000000, 0.0026678458, 0.0025832825
1459.0000000000, 0.0026681017, 0.0025835369
1460.0000000000, 0.0026683573, 0.0025837911
1461.0000000000, 0.0026686129, 0.0025840452
1462.0000000000, 0.0026688683, 0.0025842991
1463.0000000000, 0.0026691235, 0.0025845529
1464.0000000000, 0.0026693785, 0.0025848065
1465.0000000000, 0.0026696334, 0.0025850599
1466.0000000000, 0.0026698881, 0.0025853132
1467.0000000000, 0.0026701427, 0.0025855663
1468.0000000000, 0.0026703971, 0.0025858193
1469.0000000000, 0.0026706513, 0.0025860721
1470.0000000000, 0.0026709054, 0.0025863248
1471.0000000000, 0.0026711593, 0.0025865772
1472.0000000000, 0.0026714131, 0.0025868296
1473.0000000000, 0.0026716667, 0.0025870817
1474.0000000000, 0.0026719201, 0.0025873338
1475.0000000000, 0.0026721734, 0.0025875856
1476.0000000000, 0.0026724265, 0.0025878373
1477.0000000000, 0.0026726795, 0.0025880889
1478.0000000000, 0.0026729323, 0.0025883402
1479.0000000000, 0.0026731849, 0.0025885915
1480.0000000000, 0.0026734374, 0.0025888425
1481.0000000000, 0.0026736897, 0.0025890935
1482.0000000000, 0.0026739419, 0.0025893442
1483.0000000000, 0.0026741939, 0.0025895948
1484.0000000000, 0.0026744457, 0.0025898453
1485.0000000000, 0.0026746974, 0.0025900956
1486.0000000000, 0.0026749489, 0.0025903457
1487.0000000000, 0.0026752003, 0.0025905957
1488.0000000000, 0.0026754515, 0.0025908455
1489.0000000000, 0.0026757026, 0.0025910952
1490.0000000000, 0.0026759535, 0.0025913447
1491.0000000000, 0.0026762042, 0.0025915940
1492.0000000000, 0.0026764548, 0.0025918432
1493.0000000000, 0.0026767052, 0.0025920923
1494.0000000000, 0.0026769555, 0.0025923412
1495.0000000000, 0.0026772056, 0.0025925899
1496.0000000000, 0.0026774556, 0.0025928385
1497.0000000000, 0.0026777054, 0.0025930870
1498.0000000000, 0.0026779550, 0.0025933352
1499.0000000000, 0.0026782045, 0.0025935834
1500.0000000000, 0.0026784539, 0.0025938314
1501.0000000000, 0.0026787031, 0.0025940792
1502.0000000000, 0.0026789521, 0.0025943268
